Age of Chivalry	0.2	0.2	-0.5363505143526092	0.19983410799393447
Age of Conan	0.2	0.2	-0.36800313904997295	0.3980671318688358
Age of Empires	0.2	0.2	-0.3524240800853038	0.2645025365497652
Age of Empires: The Rise of Rome	0.2	0.2	-0.3666729955111757	0.46515562954107664
Age of Empires II: HD Edition	0.2	0.2	-0.4326538850615022	0.13478104072275227
Age of Empires II: The African Kingdoms	0.2	0.2	-0.36438011071593523	0.23589675413733807
Age of Empires II: The Age of Kings	0.2	0.2	-0.35558133709916717	0.1373361049642518
Age of Empires II: The Conquerors	0.2	0.2	-0.3850267728825888	0.1335094429893532
Age of Empires II: The Forgotten	0.2	0.2	-0.363068214430044	0.4904653751936242
Age of Empires III	0.2	0.2	-0.48709104777901935	0.10600642640299407
Age of Empires III: The Asian Dynasties	0.2	0.2	-0.5234553857083772	0.27801471662009236
Age of Empires III: The WarChiefs	0.2	0.2	-0.4935317923087884	0.2355968289811411
Age of Mythology	0.2	0.2	-0.5119249047587134	0.38307029209900484
Age of Pirates: Captain Blood	0.2	0.2	-0.4244352755071396	0.1880982674030442
Age of Pirates: Caribbean Tales	0.2	0.2	-0.4002330960661603	0.40973327283792826
Age of Pirates 2: City of Abandoned Ships	0.2	0.2	-0.48703078394277854	0.47364158761487296
Age of Wonders	0.2	0.2	-0.4523181387918499	0.11338150823561172
Age of Wonders II: The Wizard's Throne	0.2	0.2	-0.5145011202613046	0.39774445559700666
Age of Wonders III	0.2	0.2	-0.5369906831685125	0.20425059848011873
Age of Wonders: Shadow Magic	0.2	0.2	-0.3502714213700469	0.15114008055781597
AGEOD's American Civil War	0.2	0.2	-0.3832662410760468	0.3569516046219374
AGON	0.2	0.2	-0.4851844096522724	0.13636520947474917
Ai Space	0.2	0.2	-0.3522155129050154	0.3460874162017201
Aion	0.2	0.2	-0.4676977125556497	0.17898038352490492
Air Assault Task Force	0.2	0.2	-0.41825561928469535	0.27377534633287304
Air Conflicts: Secret Wars	0.2	0.2	-0.3980090099928675	0.11204330350087577
Air Conflicts: Vietnam	0.2	0.2	-0.4540024013606342	0.49508368168326994
Airscape: The Fall of Gravity	0.2	0.2	-0.37177557701921293	0.1790878108901206
Alan Wake	0.2	0.2	-0.39006498337565665	0.22276164127289877
Alien Swarm	0.2	0.2	-0.5159738240224208	0.2571244209584085
Alpha Prime	0.2	0.2	-0.42388725052905196	0.41002458143013126
Amnesia: The Dark Descent	0.2	0.2	-0.4159089071813902	0.23208805577623753
Amnesia: A Machine for Pigs	0.2	0.2	-0.3722223177653754	0.1485202861257432
Anno 1503	0.2	0.2	-0.3874319968850094	0.20514396237897653
Anno 1602	0.2	0.2	-0.4215208875976735	0.4322323623916958
Anno 1701	0.2	0.2	-0.36072369719966046	0.24639377116659944
Anno 2070	0.2	0.2	-0.4387416233682081	0.4127051683643847
Anno 2205	0.2	0.2	-0.5479162713111276	0.35908336633057303
Anomaly: Warzone Earth	0.2	0.2	-0.4437038347809655	0.4785398160352974
Antichamber	0.2	0.2	-0.5205911878740518	0.12746992133752738
Anubis II	0.2	0.2	-0.4497965406847119	0.38830913629989516
ARMA: Armed Assault	0.2	0.2	-0.35654967596538056	0.30773748074945745
ARMA 2	0.2	0.2	-0.3837812185343454	0.2094755501318576
ARMA 3	0.2	0.2	-0.49933880541158165	0.27182747724560186
Assetto Corsa	0.2	0.2	-0.44929905971894557	0.35003526213926883
Astebreed	0.2	0.2	-0.35305111802792233	0.12141870276184452
AstroFire[1]	0.2	0.2	-0.43922067094409767	0.15252902501616172
Attack on Titan	0.2	0.2	-0.38438877624596635	0.19409780056249215
Attack on Titan 2	0.2	0.2	-0.49913596213051165	0.2509492549857887
Audiosurf	0.2	0.2	-0.38058386067147065	0.2433131717894123
Audiosurf 2	0.2	0.2	-0.38208186439275105	0.12036586035590219
Automation - The Car Company Tycoon Game	0.2	0.2	-0.3995046186444602	0.15458770052534632
Axis Assassin	0.2	0.2	-0.3994017680762305	0.4090743077579608
A Bastard's Tale	0.2	0.2	-0.428221469571504	0.3927164842982615
A Bird Story	0.2	0.2	-0.48359905457991653	0.48596604806642724
A Blind Legend	0.2	0.2	-0.5149388509262606	0.2820684207870675
A Bloody Night	0.2	0.2	-0.47668411965786545	0.14238300962603778
A Boy and His Blob	0.2	0.2	-0.43218189655495454	0.15230562751274768
A Butterfly in the District of Dreams	0.2	0.2	-0.3644879289668715	0.12935181259829465
A Chair in a Room: Greenwater	0.2	0.2	-0.37706498182317605	0.12379819413232551
A City Sleeps	0.2	0.2	-0.3862083132179022	0.1737726278456898
A Date in the Park	0.2	0.2	-0.4116980477048935	0.34168478944126063
A Day in the Woods	0.2	0.2	-0.4640151152093762	0.23691604419258128
A dead world's dream	0.2	0.2	-0.36347078094089835	0.4805100927060465
A Demon's Game: Episode 1	0.2	0.2	-0.4326189048970124	0.13192641173612524
A Detective's Novel	0.2	0.2	-0.5081400781904338	0.16408309662940807
A dragon girl looks up at the endless sky	0.2	0.2	-0.5320020702929843	0.2502398487831333
Baldur's Gate	0.2	0.2	-0.45189745146864746	0.448176491456061
Baldur's Gate: Tales of the Sword Coast	0.2	0.2	-0.5436575202109785	0.20953566659522044
Baldur's Gate II: Shadows of Amn	0.2	0.2	-0.3782717276291664	0.21343989613123054
Baldur's Gate II: Throne of Bhaal	0.2	0.2	-0.3747133311066656	0.16316695120361974
Banished	0.2	0.2	-0.3683917683862406	0.23488830152435042
Bastion	0.2	0.2	-0.36316879179622863	0.43562711254457126
Batman: Arkham Asylum	0.2	0.2	-0.47014201365384534	0.22201848332612945
Batman: Arkham City	0.2	0.2	-0.5434412500551059	0.18322436124265368
Batman: Arkham Knight	0.2	0.2	-0.45522112612040694	0.11963429089663746
Batman: Arkham Origins	0.2	0.2	-0.44280359018849	0.22435583229232609
BattleBlock Theater	0.2	0.2	-0.5162430189674123	0.2279428428990974
Battlefield 1942	0.2	0.2	-0.42544225279592207	0.23433947233945068
Battlefield 1942: The Road to Rome	0.2	0.2	-0.3942793710331416	0.19299542443910966
Battlefield 1942: Secret Weapons of WWII	0.2	0.2	-0.46135077267672114	0.4958911093866175
Battlefield 2	0.2	0.2	-0.3612811212392721	0.4313896920501491
Battlefield 2142	0.2	0.2	-0.39407503891313	0.34218423142756627
Battlefield 3	0.2	0.2	-0.5343398803475039	0.31980288463532847
Battlefield 4	0.2	0.2	-0.3591329013841187	0.16581572732135158
Battlefield Heroes	0.2	0.2	-0.43483590290278956	0.3717592897447648
Battlefield Play4Free	0.2	0.2	-0.36301934562665433	0.137039410184139
Battlefield V	0.2	0.2	-0.43756607358830457	0.2044993033425
Battleforge	0.2	0.2	-0.4602064509410293	0.14091850613504958
Battleground 2: Gettysburg	0.2	0.2	-0.4442585216539439	0.19848747698321412
Battleground 3: Waterloo	0.2	0.2	-0.4420390772374926	0.27492055824365647
Battleground 4: Shiloh	0.2	0.2	-0.3790329737567557	0.42715320317105476
Battleground 5: Antietam	0.2	0.2	-0.4333823325090118	0.49268406860927355
Battleground 6: Napoleon in Russia	0.2	0.2	-0.37801094717982775	0.44882780873148337
Battleground 7: Bull Run	0.2	0.2	-0.35912041083354607	0.29045624786767194
Battleground 8: Prelude to Waterloo	0.2	0.2	-0.5044324297056101	0.2467402860170032
Battleground 9: Chickamauga	0.2	0.2	-0.4189022158141271	0.4283495483325369
Battleground 10: Middle East	0.2	0.2	-0.46081867183313974	0.4807081843999785
Battleground 11: East Front	0.2	0.2	-0.412988101138581	0.38155267170558466
Battlehawks 1942	0.2	0.2	-0.3770792742345669	0.32323465443253285
Battles in Time	0.2	0.2	-0.41727105675303455	0.1181094772333513
Battles of Napoleon	0.2	0.2	-0.38282257892818206	0.4505080108815677
Battleship: Surface Thunder	0.2	0.2	-0.5248485402382758	0.23311523014225272
Beam Breakers	0.2	0.2	-0.4281658219135801	0.36345848353022786
Beasts and Bumpkins	0.2	0.2	-0.3790012239530001	0.4281472326295332
Beyond Divinity	0.2	0.2	-0.3533792199143509	0.12512574704892404
Billy the Wizard: Rocket Broomstick Racing	0.2	0.2	-0.46352506418746664	0.4049830798981112
BioShock	0.2	0.2	-0.43651989532308316	0.1812199392388335
BioShock 2	0.2	0.2	-0.35258983445022896	0.39182071022023574
BioShock Infinite	0.2	0.2	-0.356298934097538	0.4098140811200751
Black Mesa	0.2	0.2	-0.3865110038539562	0.24502409312122314
Blade Strangers	0.2	0.2	-0.43245363584113516	0.1843075179340261
Blade Symphony	0.2	0.2	-0.548857866011312	0.4683026857517546
Blades of Time	0.2	0.2	-0.46622232603158686	0.4896328540827449
Blitzkrieg	0.2	0.2	-0.5251757559692489	0.20809969809397882
Borderlands	0.2	0.2	-0.4391303099979338	0.21478080794873217
Borderlands 2	0.2	0.2	-0.5232976252700022	0.15645022823110044
Borderlands 3	0.2	0.2	-0.4026089938575932	0.3137658676315797
Borderlands: The Pre-Sequel!	0.2	0.2	-0.47309630315088624	0.28720281029115385
Braid	0.2	0.2	-0.4303066894726348	0.13754840357986836
Bridge Project	0.2	0.2	-0.49233641266418277	0.4792922223239576
Brothers in Arms: Earned in Blood	0.2	0.2	-0.48981766049714165	0.2613376900361457
Brothers in Arms: Hell's Highway	0.2	0.2	-0.5072733132934104	0.1794264280870897
Brothers in Arms: Road to Hill 30	0.2	0.2	-0.5350404477433528	0.13436859313029625
Burnout Paradise: The Ultimate Box	0.2	0.2	-0.3742697299214378	0.23590451485833147
Call of Cthulhu: Dark Corners of the Earth	0.2	0.2	-0.42352863807485486	0.401674597089709
Call of Duty	0.2	0.2	-0.4135240878198347	0.1553431842744225
Call of Duty 2	0.2	0.2	-0.44546552332177947	0.11032118654368483
Call of Duty 4: Modern Warfare	0.2	0.2	-0.49214360936905155	0.24935234586680527
Call of Duty: Black Ops	0.2	0.2	-0.4324061240194355	0.32651503417403727
Call of Duty: Black Ops 2	0.2	0.2	-0.4232552029527118	0.2880998481206989
Call of Duty: Black Ops 3	0.2	0.2	-0.46909393954159795	0.11553272329065056
Call of Duty: Black Ops 4	0.2	0.2	-0.36244878447707574	0.26791089077771235
Call of Duty: Ghosts	0.2	0.2	-0.5498153846257922	0.16695324911877574
Call of Duty: Infinite Warfare	0.2	0.2	-0.42078085362558837	0.286692828642208
Call of Duty: Modern Warfare 2	0.2	0.2	-0.3847254301649997	0.349439003873137
Call of Duty: Modern Warfare 3	0.2	0.2	-0.39078583315348825	0.29691194876687355
Call of Duty Online	0.2	0.2	-0.4487673184695122	0.2578235788514228
Call of Duty: United Offensive	0.2	0.2	-0.45115679454619884	0.27272378178429574
Call of Duty: World at War	0.2	0.2	-0.5138200289133856	0.1479181034048762
CarneyVale: Showtime	0.2	0.2	-0.5425409821867314	0.3704978716112325
Castlevania: Lords of Shadow	0.2	0.2	-0.49035884389583784	0.2921084258797455
Champions of Krynn	0.2	0.2	-0.5068956194034432	0.22543986736357896
Chaos Island: The Lost World	0.2	0.2	-0.5038264802228816	0.36452377420455384
Chivalry: Medieval Warfare	0.2	0.2	-0.3521547300043495	0.15583966556495954
Cities in Motion	0.2	0.2	-0.37446104826745985	0.35306853437637953
Cities in Motion 2	0.2	0.2	-0.45202882549003115	0.3433276033608865
Cities: Skylines	0.2	0.2	-0.4230992295034035	0.29403201628853676
Cities XL	0.2	0.2	-0.5303065009102332	0.20394855874114215
Civilization III	0.2	0.2	-0.46990586044491833	0.2715972614103811
Civilization III: Conquests	0.2	0.2	-0.37215879271936203	0.473610451022264
Civilization III: Play the World	0.2	0.2	-0.4366705593158994	0.38181640044299037
Civilization IV	0.2	0.2	-0.40416510656657567	0.3474694888008485
Civilization V	0.2	0.2	-0.4894927284841185	0.21584765554113178
Civilization V: Brave New World	0.2	0.2	-0.4644089589329765	0.26073211274619984
Civilization V: Gods & Kings	0.2	0.2	-0.4172828727279739	0.10685214992397629
Civilization VI	0.2	0.2	-0.3789774564140211	0.3333587842540717
Clans to Kingdoms	0.2	0.2	-0.4939802596226771	0.3852828948004784
Classic British Motor Racing	0.2	0.2	-0.48151919211636984	0.33596076680884235
The Club	0.2	0.2	-0.3854509275796155	0.39626501360291444
Cobalt	0.2	0.2	-0.36566967764592684	0.3355477018984241
Command & Conquer	0.2	0.2	-0.4936616932372861	0.35515642559105953
Command & Conquer: Generals	0.2	0.2	-0.5386992727079386	0.3462414633593378
Command & Conquer: Red Alert 2	0.2	0.2	-0.512670835075474	0.28739134292361
Command & Conquer: Red Alert 3	0.2	0.2	-0.46053616617780574	0.4844461596698706
Command & Conquer: Renegade	0.2	0.2	-0.4716432332185906	0.1619716949968581
Command & Conquer: Tiberian Sun	0.2	0.2	-0.3655922285631552	0.11362719223574347
Command & Conquer 3: Tiberium Wars	0.2	0.2	-0.5132254089813539	0.47372360636207334
Command & Conquer 4: Tiberian Twilight	0.2	0.2	-0.3901154496960023	0.17186404185485615
Commandos: Behind Enemy Lines	0.2	0.2	-0.46344952171989595	0.348576639686909
Commandos: Beyond the Call of Duty	0.2	0.2	-0.37086414181578914	0.3799231366416461
Commandos: Strike Force	0.2	0.2	-0.3567292036766735	0.1455682248935104
Commandos 2: Men of Courage	0.2	0.2	-0.44456271931792185	0.18310759994584364
Commandos 3: Destination Berlin	0.2	0.2	-0.45703471611475427	0.20192801657615428
Company of Heroes	0.2	0.2	-0.3593685421736804	0.3890324388258977
Company of Heroes 2	0.2	0.2	-0.3866091608707202	0.1931506633958361
Constantine	0.2	0.2	-0.37215084809616994	0.23649942715287198
Contagion	0.2	0.2	-0.36226361546423247	0.48132396347320494
Cossacks II: Battle for Europe	0.2	0.2	-0.4983484018085684	0.3871144310120065
Counter-Strike	0.2	0.2	-0.46777721070074263	0.4668330433996116
Counter-Strike: Condition Zero	0.2	0.2	-0.5118948202568384	0.4071574038150029
Counter-Strike: Global Offensive	0.2	0.2	-0.4682413257302722	0.20729173951290736
Counter-Strike Online	0.2	0.2	-0.5106456830086822	0.1654991081060595
Counter-Strike: Source	0.2	0.2	-0.3930714946574193	0.22677445120247836
Crusader Kings	0.2	0.2	-0.4441397447849078	0.20540057017990415
Crusader Kings II	0.2	0.2	-0.4316049931840422	0.16623163701921223
Cryostasis: Sleep of Reason	0.2	0.2	-0.43146801693163095	0.2895889028965045
Crysis	0.2	0.2	-0.4894109967197807	0.18761949065868216
Crysis Warhead	0.2	0.2	-0.43890956966586864	0.10839007221551822
Crysis 2	0.2	0.2	-0.4529022041583749	0.41299502412309097
Crysis 3	0.2	0.2	-0.4546719795540234	0.1272452079692421
Curse of the Azure Bonds	0.2	0.2	-0.4178731329977238	0.3946025406035217
The Cursed Crusade	0.2	0.2	-0.43200839587586004	0.4426211981685099
Damnation	0.2	0.2	-0.3620675110657424	0.10042730967145025
Dark Souls	0.2	0.2	-0.49905310255564594	0.292443054342962
Dark Souls II	0.2	0.2	-0.4174600010701558	0.4907725075811536
Dark Souls III	0.2	0.2	-0.517476545650517	0.40026314625501547
Dark Sun Online: Crimson Sands	0.2	0.2	-0.4690676522123903	0.3789621670331766
Dark Sun: Shattered Lands	0.2	0.2	-0.4228780361155222	0.20024467457653033
Dark Sun: Wake of the Ravager	0.2	0.2	-0.5299811631966447	0.14296739042614065
Darksiders 2	0.2	0.2	-0.4940485898024435	0.2718437659024836
Darkstone: Evil Reigns	0.2	0.2	-0.38735578946519555	0.13204748233550512
Daryl F. Gates' Police Quest: SWAT	0.2	0.2	-0.435860139222188	0.13451711018972906
Day of Defeat	0.2	0.2	-0.4585570097052305	0.2835768414396481
Day of Defeat: Source	0.2	0.2	-0.42470326740835956	0.23388634987657725
DayZ	0.2	0.2	-0.37907321054013143	0.3888797275516865
Dead Island	0.2	0.2	-0.4346036191112862	0.38421417423186105
Dead Space	0.2	0.2	-0.36035176174749917	0.321849977219353
Dead Space 2	0.2	0.2	-0.4339696207492603	0.14075675043470337
Dead Space 3	0.2	0.2	-0.43610644104654367	0.16025957946221575
Deadlight	0.2	0.2	-0.47287371179241033	0.1552296293841
Dear Esther	0.2	0.2	-0.5341177450557922	0.2148390970139319
Death Knights of Krynn	0.2	0.2	-0.4377901931823921	0.49979396638847273
Deathmatch Classic	0.2	0.2	-0.43718097382823506	0.4667723038498714
Defcon	0.2	0.2	-0.4568797841819779	0.4957970493328129
Delta Force	0.2	0.2	-0.4092448920003588	0.1670640982313601
Delta Force 2	0.2	0.2	-0.39843998662838653	0.11226507639030675
Delta Force: Black Hawk Down	0.2	0.2	-0.5169397697792858	0.4869379398542017
Delta Force: Black Hawk Down: Team Sabre	0.2	0.2	-0.5095792822727582	0.3457858222458825
Delta Force: Land Warrior	0.2	0.2	-0.38762718193764867	0.10434807085156245
Delta Force: Task Force Dagger	0.2	0.2	-0.4806614891030227	0.30743909436794736
Delta Force: Xtreme	0.2	0.2	-0.3527406446353021	0.15791910713051682
Delta Force: Xtreme 2	0.2	0.2	-0.5238128885980652	0.13667772205031176
Democracy 3	0.2	0.2	-0.48810562132424484	0.2784090594103883
Demon's Souls	0.2	0.2	-0.5364772767621941	0.1158606564892446
Deus Ex	0.2	0.2	-0.4092365012868145	0.47795865291097783
Deus Ex: Human Revolution	0.2	0.2	-0.5494993106115958	0.2763998411970363
Deus Ex: Invisible War	0.2	0.2	-0.45302508707244954	0.29763285767920367
Deus Ex: Mankind Divided	0.2	0.2	-0.481946876976494	0.20648255643970403
Diablo	0.2	0.2	-0.4699005396797491	0.33057979395765846
Diablo II	0.2	0.2	-0.4803633642798735	0.4753278624740901
Diablo III	0.2	0.2	-0.4072162244250517	0.440337559545335
Digital Combat Simulator	0.2	0.2	-0.42290479347477794	0.19067802110344406
Dino D-Day	0.2	0.2	-0.43305344571296156	0.18410991794061476
Dirt 3	0.2	0.2	-0.47536895920961963	0.2973172139528423
Divine Divinity	0.2	0.2	-0.4406934387560785	0.3057531961540303
Dofus	0.2	0.2	-0.4766799236033602	0.16307724177986593
Doom	0.2	0.2	-0.4369986910808882	0.45579877526152146
Doom II: Hell on Earth	0.2	0.2	-0.37873932946097755	0.44904567045181676
Doom 3	0.2	0.2	-0.4437346381921986	0.13054672416995405
DOOM	0.2	0.2	-0.3859472645926063	0.4081219539043449
Dota 2	0.2	0.2	-0.5227652214695093	0.38447460137307693
Dragon Age II	0.2	0.2	-0.4649969357136389	0.4985348752036527
Dragon Age: Inquisition	0.2	0.2	-0.5317475127294161	0.46901435900318045
Dragon Age: Origins	0.2	0.2	-0.5425058070022638	0.186702762457843
Dragon Age: Origins – Awakening	0.2	0.2	-0.3867119106068911	0.35616126140278287
Dragon Quest X	0.2	0.2	-0.4465481426035103	0.31953451870988925
Dragon's Dogma	0.2	0.2	-0.5094399407129729	0.21450977585817005
Dragons of Flame	0.2	0.2	-0.5416589210158772	0.10540896480883838
DragonStrike	0.2	0.2	-0.46522695974250455	0.39732959235649745
DRAMAtical Murder	0.2	0.2	-0.43119513048689	0.3281158924310936
Driver	0.2	0.2	-0.4519768894133017	0.37817921789020753
Driver 3	0.2	0.2	-0.3938521033012963	0.4723414336189245
Driver: Parallel Lines	0.2	0.2	-0.4121025160501504	0.24915136902285706
Driver: San Francisco	0.2	0.2	-0.36836945019384826	0.3858210252440647
Duke Nukem	0.2	0.2	-0.4894465960336497	0.1747916318742031
Dune	0.2	0.2	-0.4577023392002586	0.46490722076310476
Dungeon Defenders	0.2	0.2	-0.4372534729189103	0.31577045202426224
Dungeon Keeper	0.2	0.2	-0.4577420022353113	0.3384021935338052
Dungeon Keeper 2	0.2	0.2	-0.4679459783984531	0.14610687365675246
Dungeons & Dragons Online	0.2	0.2	-0.41636744273569304	0.49473778214722175
Dungeons of Dredmor	0.2	0.2	-0.46732043975506815	0.2966289824197392
Dwarf Fortress	0.2	0.2	-0.4227426244158201	0.49152220518631884
The Elder Scrolls: Arena	0.2	0.2	-0.498863371480053	0.48643530851330863
The Elder Scrolls Adventures: Redguard	0.2	0.2	-0.4437049410697066	0.42796702617888494
The Elder Scrolls II: Daggerfall	0.2	0.2	-0.37467440033438015	0.1957504092194141
The Elder Scrolls III: Bloodmoon	0.2	0.2	-0.47178066982895883	0.47914251673220687
The Elder Scrolls III: Morrowind	0.2	0.2	-0.37954701083159337	0.4327325112809458
The Elder Scrolls III: Tribunal	0.2	0.2	-0.4479061533878982	0.2623875882306568
The Elder Scrolls IV: Oblivion	0.2	0.2	-0.4024934966216176	0.3463871099743795
The Elder Scrolls V: Skyrim	0.2	0.2	-0.4793402919502898	0.15675296226910523
An Elder Scrolls Legend: Battlespire	0.2	0.2	-0.38388898304739705	0.3353251891924667
Emily Wants to Play	0.2	0.2	-0.4505989455389453	0.14324868628357718
Empire: Total War	0.2	0.2	-0.42615676177895107	0.13814098753167592
Empire Earth	0.2	0.2	-0.5479566802654245	0.4776617335579105
Empire Earth II	0.2	0.2	-0.432996059865367	0.24013585610169857
Empire Earth III	0.2	0.2	-0.4937796894929347	0.35305008659985126
Empires Apart	0.2	0.2	-0.3644175454739558	0.13725862747600115
Enclave	0.2	0.2	-0.5043686971938467	0.2752403939602064
Endless Space	0.2	0.2	-0.4159038825844828	0.12703058673879786
Epic Battle Fantasy	0.2	0.2	-0.4466568195705458	0.4138816066712494
Epic Battle Fantasy 2	0.2	0.2	-0.534244149235423	0.3381680617195635
Epic Battle Fantasy 3	0.2	0.2	-0.44241755961953705	0.17847104157575844
Epic Battle Fantasy 4	0.2	0.2	-0.4276747833863238	0.3688276206819846
Euro Truck Simulator	0.2	0.2	-0.4431469073196221	0.2750268675018448
Euro Truck Simulator 2	0.2	0.2	-0.38978483337299075	0.12822736307175336
Europa Universalis	0.2	0.2	-0.40700817328412875	0.26788291277377974
Europa Universalis II	0.2	0.2	-0.42197396199984916	0.39878902923141135
Europa Universalis III	0.2	0.2	-0.3978814836473057	0.15376936102873823
Europa Universalis IV	0.2	0.2	-0.42724906211969	0.44043578736875133
Eve Online	0.2	0.2	-0.4298356211339323	0.4051635263478634
Event 0	0.2	0.2	-0.5477665800535966	0.37852438406593003
Eye of the Beholder	0.2	0.2	-0.3845961403345949	0.3024921309248622
Eye of the Beholder II: The Legend of Darkmoon	0.2	0.2	-0.39911547668191766	0.3392795678149373
Factorio	0.2	0.2	-0.38121846121413805	0.37879258904366836
A Fairy Tale	0.2	0.2	-0.49689288190921566	0.24726574558046643
Fallout	0.2	0.2	-0.47675215666986825	0.39046368247505187
Fallout 2	0.2	0.2	-0.48532328243098655	0.49317534843236355
Fallout 3	0.2	0.2	-0.41637578218199345	0.35335961480342915
Fallout 4	0.2	0.2	-0.5489471928774373	0.43614067008968266
Fallout: New Vegas	0.2	0.2	-0.4936681208807933	0.21158215810361297
Fallout Tactics: Brotherhood of Steel	0.2	0.2	-0.4544018105299843	0.22182252069385
Far Cry	0.2	0.2	-0.43527730856002317	0.3337352766238706
Far Cry 2	0.2	0.2	-0.3667392130386183	0.44327592340550137
Far Cry 3	0.2	0.2	-0.4212466333700572	0.2960595941019874
Far Cry 3: Blood Dragon	0.2	0.2	-0.4010273455665263	0.4882707305892512
Far Cry 4	0.2	0.2	-0.5463502836702421	0.3465557148523185
Far Cry Primal	0.2	0.2	-0.39941491216915315	0.30672134453571376
Fez	0.2	0.2	-0.4168080115628088	0.16862361613211596
Fiesta Online	0.2	0.2	-0.37997748083899624	0.4245318380277433
Final Fantasy VII	0.2	0.2	-0.49118986455820945	0.31949198296544845
Final Fantasy VIII	0.2	0.2	-0.5388837047450191	0.49846169577411226
Final Fantasy XI	0.2	0.2	-0.4182855580524406	0.23933800865320298
Firefall	0.2	0.2	-0.5015718519744903	0.42281160950757524
Fistful of Frags	0.2	0.2	-0.5110263867312789	0.34928389948002825
Five Nights at Freddy's	0.2	0.2	-0.4969349120599369	0.35264235003719435
Five Nights at Freddy's 2	0.2	0.2	-0.5139945862735819	0.12311021943694284
Five Nights at Freddy's 3	0.2	0.2	-0.449008980028486	0.14668450065364597
FlatOut	0.2	0.2	-0.37267077551766115	0.43669633280470976
FlatOut 2	0.2	0.2	-0.40818495630807583	0.40828045793857826
FlatOut 3: Chaos & Destruction	0.2	0.2	-0.5296033469301337	0.23930571397838307
FlatOut: Ultimate Carnage	0.2	0.2	-0.36815631420503114	0.4969271254980443
For the Glory: A Europa Universalis Game	0.2	0.2	-0.4790290095776194	0.23030089641240403
The Forest	0.2	0.2	-0.3598413987908906	0.1892179762990942
A Fork in the Tale	0.2	0.2	-0.522101112812165	0.35547727060871165
Fortnite	0.2	0.2	-0.43789620404472973	0.15274483835833697
Fragile Allegiance	0.2	0.2	-0.4208237670330621	0.4832696108171412
Fragmented[3]	0.2	0.2	-0.3696987667805034	0.10318891241340439
Freelancer	0.2	0.2	-0.515137644657956	0.3118545340835203
FTL: Faster Than Light	0.2	0.2	-0.4986499703907614	0.41510167642394846
Game Dev Tycoon	0.2	0.2	-0.4185727842052067	0.40856353295508063
Garry's Mod	0.2	0.2	-0.4405617514681301	0.3843457744647753
Goat Simulator	0.2	0.2	-0.35094034260406315	0.39797961913797336
Gone Home	0.2	0.2	-0.4818623557286826	0.46043175929062596
Gothic	0.2	0.2	-0.4700540799297964	0.10382170083351983
Gothic II	0.2	0.2	-0.48380347385150735	0.4714995233719831
Gothic 3	0.2	0.2	-0.4200329024413596	0.3456706145798225
Gothic 3: Forsaken Gods	0.2	0.2	-0.3713978394048376	0.3503207590653056
Arcania: Gothic 4	0.2	0.2	-0.3679588851120452	0.378618244019533
Arcania: Fall of Setarrif	0.2	0.2	-0.44015226830176113	0.30983042715407727
Grand Theft Auto	0.2	0.2	-0.40272595975074654	0.237121886427192
